Facility Name,Address Line 1,City/Town,State,ZIP Code,Beliefs & Values Addressed (if desired by the patient),"Burdensome transitions, Type 1 (% live discharges)","Burdensome transitions, Type 2 (% live discharges)",CHC/GIP provided (% days),Early live discharges (% live discharges),Gaps in nursing visits (% elections),Hospice Care Index Overall Score,Hospice Visits in the Last Days of Life,Hospice and Palliative Care Composite Process Measure,Hospice and Palliative Care Dyspnea Screening,Hospice and Palliative Care Dyspnea Treatment,Hospice and Palliative Care Pain Assessment,Hospice and Palliative Care Pain Screening,Hospice and Palliative Care Treatment Preferences,Late live discharges (% live discharges),Nurse care minutes per routine home care days (minutes),Patient Treated with an Opioid Who Are Given a Bowel Regimen,Per-beneficiary spending (U.S. dollars $),Skilled nursing minutes on weekends (% minutes),Visits near death (% decedents)
PRESTIGE HOSPICE CARE,25050 AVENUE KEARNY SUITE 101A,SANTA CLARITA,CA,91355,100.0,6.1,0.0,0.1,3.0,60.7,9.0,Not Available,95.7,97.9,100.0,100.0,97.9,100.0,36.4,11.4,Not Available,"27,767",20.9,100
PRESTIGE HOSPICE INC,6303 OWENSMOUTH AVE SUITE 1082,WOODLAND HILLS,CA,91367,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PRESTIGIOUS HEALTH SERVICES INC.,"750 TERRADO PLAZA, SUITE 122",COVINA,CA,91723,100.0,4.2,2.1,0.7,2.1,10.0,9.0,24.4,94.4,100.0,100.0,91.4,99.4,100.0,62.5,22.2,94.1,"18,838",5.5,93.8
"PREVENTIVE CARE HOSPICE, INC","74-854 VELIE WAY, STE 7",PALM DESERT,CA,92260,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"PRIDE HOSPICE CARE, INC",3033 N AVON ST SUITE B,BURBANK,CA,91504,98.1,2.6,0.0,0.2,0.0,48.5,9.0,27.1,83.3,98.1,100.0,82.6,100.0,98.1,59.0,15.9,Not Available,"22,772",17.7,98.5
PRIM HOSPICE CARE INC,4413 RIVERSIDE DRIVE SUITE E,CHINO,CA,91710,100.0,18.1,6.7,0.0,5.7,34.9,7.0,26.8,100.0,100.0,100.0,100.0,100.0,100.0,58.1,22.7,Not Available,"32,017",7.9,99.1
PRIM PALLIATIVE & HOSPICE CARE INC,"5048 TENNYSON PKWY, STE 122",PLANO,TX,75024,100.0,0.0,0.0,0.2,28.6,81.5,9.0,Not Available,90.0,96.7,Not Available,96.0,100.0,100.0,28.6,11.7,Not Available,"16,308",10.3,100
"PRIMAL CARE HOSPICE, INC",815 S CENTRAL AVE SUITE 26,GLENDALE,CA,91204,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PRIMAVERA HOSPICE LLC,"8751 NORTH 51ST AVENUE, SUITE 121-E ",GLENDALE,AZ,85302,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PRIME CARE HOSPICE INC,1540 W GLENOAKS BLVD #203,GLENDALE,CA,91201,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PRIME CARE HOSPICE LLC,707 HOLLYBROOK DR STE 404,LONGVIEW,TX,75605,100.0,23.5,2.0,0.2,9.8,72.9,8.0,50.2,92.9,100.0,Not Available,Not Available,100.0,100.0,34.3,6.8,Not Available,"18,400",5.8,88.1
PRIME CHOICE HOSPICE & PALLIATIVE CARE LLC,6430 RICHMOND AVE STE 250-06,HOUSTON,TX,77057,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PRIME PALLIATIVE CARE INC,"121 W LEXINGTON DR, SUITE 513",GLENDALE,CA,91203,Not Available,4.5,0.0,0.0,1.5,56.7,8.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,65.2,14.1,Not Available,"51,110",17.3,84.6
PRIMERICARE HOSPICE LLC,"222 N MOUNTAIN AVE, SUITE 214-A",UPLAND,CA,91786,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"PRIMROSE HOSPICE CARE, INC","4850 SW SCHOLLS FERRY ROAD, SUITE 304",PORTLAND,OR,97225,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PRIMROSE HOSPICE INC,"286 NORTH GATEWAY DRIVE, SUITE 101",PROVIDENCE,UT,84332,68.4,7.9,0.0,0.1,0.0,66.3,10.0,64.9,61.4,96.5,97.1,88.9,96.5,98.2,50.0,12.2,Not Available,"22,855",4.5,88.2
PRINCE GEORGE'S HOSPICE ,"1355 PICCARD DRIVE, SUITE 100",ROCKVILLE,MD,20850,99.8,6.8,2.1,2.2,8.4,64.9,10.0,47.3,98.2,100.0,99.9,100.0,98.8,99.7,33.3,15.2,99.6,"10,897",11.5,88.2
PRINCIPLE HOSPICE SERVICE LLC,9033 AERO ST,SAN ANTONIO,TX,78217,Not Available,7.1,7.1,0.0,7.1,68.5,7.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,53.6,7.6,Not Available,"25,017",9.7,86.4
"PRIORITY HOSPICE CARE SERVICES, INC.",15720 VENTURA BLVD SUITE 234,ENCINO,CA,91436,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"PRIORITY HOSPICE CARE, INC",410 W BADILLO ST SUITE 200,COVINA,CA,91723,90.9,0.0,0.0,0.5,4.8,55.7,9.0,2.4,83.6,100.0,100.0,Not Available,100.0,92.7,64.3,11.6,Not Available,"18,987",19.8,91.3
PRIORITY ONE HOSPICE,4959 PALO VERDE STREET SUITE 107C,MONTCLAIR,CA,91763,100.0,6.7,0.0,0.0,13.3,55.6,10.0,Not Available,100.0,100.0,Not Available,Not Available,100.0,100.0,33.3,14.1,Not Available,"16,152",5.6,90.5
PRISM HOSPICE,"401 NORTH ALMA SCHOOL ROAD, SUITE 3",CHANDLER,AZ,85225,100.0,4.8,0.0,0.4,3.2,66.0,9.0,20.6,98.7,100.0,100.0,100.0,98.7,100.0,50.0,10.0,Not Available,"18,451",6.7,66.0
PRISMA HEALTH HOSPICE MIDLANDS,1205 COLONIAL LIFE BLVD,COLUMBIA,SC,29210,99.5,3.6,4.8,6.1,22.9,30.4,9.0,76.1,97.9,99.4,99.7,99.8,99.7,100.0,27.7,14.7,99.1,"6,983",5.8,97.9
PRISMA HEALTH HOSPICE OF THE FOOTHILLS,390 KEOWEE SCHOOL ROAD,SENECA,SC,29672,99.7,6.5,0.0,9.3,23.9,24.8,9.0,87.2,95.1,97.4,99.8,98.6,99.0,99.9,26.1,29.6,99.5,"5,395",19.1,99.3
PRISMA HEALTH TUOMEY HOSPICE,"500 PINEWOOD ROAD, SUITE 2",SUMTER,SC,29154,100.0,8.3,8.3,7.3,13.9,5.6,8.0,88.1,99.7,99.7,100.0,100.0,100.0,100.0,13.9,15.5,100.0,"6,147",11.0,99.0
PRISTINE HOSPICE AND PALLIATIVE CARE,800 S BROOKHURST ST,ANAHEIM,CA,92804,Not Available,5.7,0.0,0.0,2.9,87.9,8.0,8.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,45.7,8.5,Not Available,"37,437",10.3,83.9
PRISTINE HOSPICE CARE,1419 N SAN FERNANDO BLVD SUITE 230,BURBANK,CA,91504,100.0,6.7,0.0,2.2,6.7,11.8,8.0,Not Available,91.4,100.0,Not Available,Not Available,100.0,100.0,66.7,20.4,Not Available,"27,843",9.5,100
PRISTINE HOSPICE INC,"400 N MOUNTAIN AVE, SUITE 123B",UPLAND,CA,91786,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PRISTINE HOSPICE LLC,"8607 NORTH 59TH AVENUE, SUITE A1",GLENDALE,AZ,85302,100.0,13.9,5.6,0.0,0.0,92.4,7.0,64.3,95.2,96.8,100.0,97.1,99.2,100.0,27.8,8.1,Not Available,"19,203",10.9,77.2
"PRO ANGELS, INC",14545 FRIAR ST SUITE 101,VAN NUYS,CA,91411,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PRO CARE HOSPICE INC,"3420 EAST SHEA BLVD, SUITE 200, OFFICE 210",PHOENIX,AZ,85028,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"PRO HOSPICE CARE, INC",324 E FOOTHILL BLVD SUITE 102,ARCADIA,CA,91006,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PRO LIFE HOSPICE CARE INC,"4150 WEST PEORIA AVENUE, SUITE B113-G",PHOENIX,AZ,85029,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"PRO-CHOICE HOSPICE, INC",19634 VENTURA BLVD SUITE 302,TARZANA,CA,91356,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PRO-MED HEALTH HOSPICE,"3171 LOS FELIZ BLVD, SUITE 200A",LOS ANGELES,CA,90039,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"PRO-MED HOSPICE, INC.",6621 VAN NUYS BLVD UNIT 108,VAN NUYS,CA,91405,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PROACTIVE HOSPICE CARE INC,1481 W WARM SPRINGS RD,HENDERSON,NV,89014,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PROACTIVE HOSPICE INC,2777 PACIFIC AVE,LONG BEACH,CA,90806,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"PROCARE HOSPICE OF NEVADA, LLC",8025 AMIGO STREET,LAS VEGAS,NV,89123,98.7,14.0,0.0,4.3,19.0,64.3,9.0,66.4,97.5,99.8,100.0,99.6,99.4,99.6,23.1,11.0,100.0,"11,880",10.7,96.1
"PROCARE HOSPICE, INC","1614 VICTORY BLVD, SUITE 102",GLENDALE,CA,91201,100.0,4.9,2.4,0.9,4.9,20.8,9.0,Not Available,93.5,100.0,95.8,100.0,96.8,100.0,63.4,19.3,Not Available,"20,746",4.7,100
PRODIGIOUS HOSPICES LLC,"9000 TESORO DR, STE 200",SAN ANTONIO,TX,78217,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PROFESSIONAL HEALTH CARE,2533 CALDER,BEAUMONT,TX,77702,Not Available,10.3,0.0,0.0,0.0,82.2,7.0,56.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,65.5,6.9,Not Available,"33,155",5.4,83.3
PROFESSIONAL HEALTHCARE RESOURCES OF WASHINGTON DC,1010 WISCONSIN AVENUE NW,WASHINGTON,DC,20007,Not Available,0.0,7.1,0.0,7.1,53.8,7.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,57.1,17.2,Not Available,"11,184",23.2,60.0
"PROFESSIONAL HEALTHCARE RESOURCES, INC","7619 LITTLE RIVER TURNPIKE, SUITE 600",ANNANDALE,VA,22003,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PROFESSIONAL HOSPICE,345 WEST PARKWAY #101,EULESS,TX,76040,Not Available,0.0,0.0,0.9,11.1,69.6,8.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,55.6,8.1,Not Available,"18,624",4.1,76.2
PROGRAMA DE SALUD EN EL HOGAR Y HOSPICIO GEMINIS,"CARRETERA 159 KM 13,4 URB LOMA LINDA",COROZAL,PR,783,100.0,0.0,0.0,0.0,0.0,9.7,7.0,56.6,83.6,96.4,81.1,Not Available,100.0,100.0,62.5,15.3,Not Available,"7,815",3.1,96.6
PROGRAMA DE SERVICIOS DE SALUD EN EL HOGAR Y HOSPI,917 AVENIDA TITO CASTRO CARR. 14,PONCE,PR,716,99.9,4.8,3.2,0.1,4.3,26.0,10.0,74.5,99.3,99.9,99.8,99.5,100.0,100.0,44.7,18.8,98.6,"6,787",4.6,97.6
PROGRESS PALLIATIVE CARE INC,1821 W VERDUGO AVE,BURBANK,CA,91506,100.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,73.9,100.0,Not Available,Not Available,95.7,100.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PROGRESSIVE CARE HOSPICE,18455 BURBANK BLVD. SUITE 501,TARZANA,CA,91356,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PROGRESSIVE HOME HEALTH & HOSPICE,3500 N ROCK ROAD BLDG 400,WICHITA,KS,67226,100.0,2.3,4.7,0.0,0.0,48.6,9.0,22.2,90.7,100.0,Not Available,92.6,97.7,100.0,48.8,11.2,Not Available,"20,285",4.0,78.6
PROGRESSIVE HOSPICE CARE,1619 H STREET SUITE A,MODESTO,CA,95354,100.0,0.0,3.4,0.1,3.4,80.8,9.0,28.8,92.5,100.0,98.9,97.7,97.8,100.0,48.3,8.2,Not Available,"17,785",11.5,83.3
PROGRESSIVE HOSPICE SERVICES,"11879 KEMPER ROAD, SUITE 17",AUBURN,CA,95603,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"PROHEALTH HOME CARE, INC","1375 EXPOSITION BLVD, SUITE 250B",SACRAMENTO,CA,95815,100.0,0.0,0.0,0.0,13.0,67.9,9.0,20.6,100.0,100.0,100.0,100.0,100.0,100.0,26.1,13.3,Not Available,"16,293",8.8,83.3
"PROHEALTH HOME CARE, INC","1776 WEST MARCH LANE, SUITE 400B",STOCKTON,CA,95207,100.0,0.0,0.0,0.0,0.0,58.1,9.0,19.4,100.0,100.0,Not Available,100.0,100.0,100.0,0.0,17.3,Not Available,"16,221",14.9,90.9
"PROHEALTH HOME CARE, INC","2125 OAK GROVE ROAD, SUITE 124B",WALNUT CREEK,CA,94598,100.0,0.0,0.0,0.0,50.0,33.3,8.0,Not Available,100.0,100.0,Not Available,Not Available,100.0,100.0,0.0,20.1,Not Available,"13,420",11.5,95.0
"PROHEALTH HOME CARE, INC","2700 ZANKER ROAD, SUITE 180",SAN JOSE,CA,95134,100.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100.0,100.0,Not Available,Not Available,100.0,100.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PROHEALTH HOME HOSPICE,N17 W24100 RIVERWOOD DR  SUITE 200,WAUKESHA,WI,53188,100.0,5.2,0.9,9.0,13.0,21.0,10.0,74.4,99.6,99.9,99.7,99.9,100.0,100.0,24.3,25.4,100.0,"7,449",15.8,98.6
PROHEALTH HOSPICE,"644 WALNUT, SUITE B",GADSDEN,AL,35901,98.9,22.9,3.0,0.1,7.4,38.5,9.0,74.2,94.9,99.3,100.0,98.8,97.0,100.0,35.9,11.5,98.9,"13,631",6.8,95.0
"PROHEALTH HOSPICE-GEORGIA, LLC",5820 VETERANS PARKWAY SUITE 109,COLUMBUS,GA,31904,100.0,9.1,0.0,0.0,4.5,56.9,9.0,40.4,91.5,93.6,100.0,100.0,97.9,100.0,27.3,9.8,Not Available,"15,023",4.5,84.1
"PROMEDIC HOSPICE CARE, LLC.",857 TRISTAR DRIVE STE. A3,WEBSTER,TX,77598,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PROMEDICA HOSPICE (FAIRFAX),3975 FAIR RIDGE DRIVE ,FARIFAX,VA,22033,98.5,17.0,3.8,0.2,10.4,72.5,10.0,51.5,95.6,99.6,99.4,98.3,98.7,99.6,37.1,11.1,100.0,"17,816",8.1,92.1
PROMEDICA HOSPICE (VIRGINIA BEACH),"5041 CORPORATE WOODS DRIVE, SUITE 200",VIRGINIA BEACH,VA,23462,96.7,12.9,1.4,0.2,5.7,73.8,10.0,48.0,90.9,98.8,100.0,94.4,97.5,100.0,52.9,11.5,95.9,"17,614",6.3,90.8
PROMEDICA HOSPICE-CHARLESTON,"1470 TOBIAS GADSON BLVD, SUITE 203",CHARLESTON,SC,29407,100.0,9.4,2.4,0.0,4.7,49.5,10.0,76.8,100.0,100.0,100.0,100.0,100.0,100.0,43.5,13.1,100.0,"21,314",10.5,94.5
"PROMISE HOSPICE, INC",2140 W OLYMPIC BLVD SUITE 326,LOS ANGELES,CA,90006,100.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,96.0,100.0,96.0,Not Available,100.0,100.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PROMISED HOPE HOSPICE,21405 DEVONSHIRE ST SUITE 207,CHATSWORTH,CA,91311,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PROPER CARE HOSPICE,15720 VENTURA BLVD SUITE 626,ENCINO,CA,91436,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"PROPITIOUS CARE HOSPICE, INC","356 EAST OLIVE AVENUE, SUITE 112",BURBANK,CA,91502,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PROVIDENCE CARE,704 BREEDLOVE DRIVE SUITE A,MONROE,GA,30655,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PROVIDENCE HOME HEALTH & HOSPICE,2825 BLOOMFIELD ROAD,CAPE GIRARDEAU,MO,63703,99.1,0.0,0.0,0.0,0.0,4.9,10.0,65.7,81.5,100.0,95.1,72.2,99.1,99.1,50.0,12.2,100.0,"8,818",7.9,97.4
PROVIDENCE HOME HEALTH & HOSPICE LLC,9415 E HARRY ST STE 703,WICHITA,KS,67207,85.3,9.5,2.4,0.0,4.8,25.0,9.0,58.8,82.4,100.0,100.0,Not Available,97.1,97.1,52.4,14.2,Not Available,"17,848",11.8,97.8
PROVIDENCE HOSPICE,18601 N CREEK DRIVE SUITE A,TINLEY PARK,IL,60477,100.0,11.8,0.0,0.0,5.9,36.6,10.0,71.7,95.9,100.0,100.0,98.9,96.9,100.0,41.2,13.7,97.1,"11,402",7.4,93.3
PROVIDENCE HOSPICE,"6410 NE HALSEY STREET, SUITE 300",PORTLAND,OR,97213,100.0,3.9,1.5,0.1,8.8,78.9,10.0,55.5,99.9,100.0,99.9,100.0,100.0,100.0,23.0,11.0,100.0,"12,564",11.8,88.3
PROVIDENCE HOSPICE,6700 SANGER AVE,WACO,TX,76710,100.0,6.6,6.6,2.6,13.2,79.0,9.0,69.4,99.9,100.0,99.8,100.0,100.0,100.0,25.0,11.5,100.0,"9,645",14.8,94.5
PROVIDENCE HOSPICE,803 PROVIDENCE ROAD SUITE 103,WAYNE,NE,68787,100.0,0.0,0.0,0.4,12.5,10.7,10.0,74.2,87.5,100.0,91.1,100.0,96.4,100.0,37.5,19.5,95.5,"6,103",6.9,100
PROVIDENCE HOSPICE ALASKA,"4001 DALE STREET, SUITE 101",ANCHORAGE,AK,99508,100.0,6.7,6.7,0.0,9.3,61.2,9.0,66.8,100.0,100.0,100.0,100.0,100.0,100.0,33.3,10.8,100.0,"16,931",7.2,93.0
PROVIDENCE HOSPICE AND HOME CARE OF SNOHOMISH CO,1615 75TH ST SW STE 210,EVERETT,WA,98203,100.0,2.9,2.2,0.7,2.9,63.4,10.0,42.0,100.0,100.0,100.0,100.0,100.0,100.0,35.2,9.7,100.0,"13,891",11.2,86.0
PROVIDENCE HOSPICE CARE,2831 NW 59TH STREET,OKLAHOMA CITY,OK,73112,97.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,84.2,100.0,Not Available,100.0,89.5,100.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PROVIDENCE HOSPICE INC,"440 N MOUNTAIN AVE, SUITE 201G",UPLAND,CA,91786,100.0,8.3,0.0,0.5,8.3,100,7.0,Not Available,100.0,100.0,Not Available,Not Available,100.0,100.0,50.0,5.8,Not Available,"30,563",35.6,81.5
PROVIDENCE HOSPICE INLAND EMPIRE,"8560 VINEYARD AVE, SUITE 516",RANCHO CUCAMONGA,CA,91730,100.0,6.3,0.0,0.0,9.4,50.6,10.0,44.1,100.0,100.0,100.0,100.0,100.0,100.0,34.4,17.3,100.0,"14,166",11.4,94.0
PROVIDENCE HOSPICE LA COUNTY,5315 TORRANCE BLVD. SUITE B1,TORRANCE,CA,90503,100.0,11.8,4.7,2.0,12.3,55.5,10.0,52.8,100.0,100.0,100.0,100.0,100.0,100.0,36.5,17.6,100.0,"13,153",13.2,94.9
PROVIDENCE HOSPICE LLC,500 LAKESHORE PKWY,ROCK HILL,SC,29730,99.7,14.9,5.0,0.0,7.1,70.4,10.0,76.9,97.0,99.8,99.6,99.5,97.9,99.8,49.5,9.1,100.0,"20,418",6.8,98.7
PROVIDENCE HOSPICE NAPA VALLEY,414 SOUTH JEFFERSON STREET,NAPA,CA,94559,99.5,5.2,6.9,0.0,22.4,64.9,8.0,56.1,98.9,99.7,100.0,99.3,100.0,99.7,24.1,11.3,100.0,"25,410",6.8,89.4
PROVIDENCE HOSPICE OF SEATTLE,2811 S 102ND ST STE 220,TUKWILA,WA,98168,100.0,2.4,1.7,0.4,4.4,74.9,10.0,41.8,99.9,99.9,100.0,100.0,100.0,100.0,35.9,9.6,100.0,"15,608",8.1,83.1
PROVIDENCE HOSPICE ORANGE COUNTY,"200 W CENTER STREET PROMENADE, SUITE 200B",ANAHEIM,CA,92805,100.0,5.8,3.2,2.8,14.9,51.2,9.0,59.0,100.0,100.0,100.0,100.0,100.0,100.0,42.9,16.2,100.0,"12,896",11.4,97.5
PROVIDENCE HOSPICE ORANGE COUNTY SOUTH,"3345 MICHELSON DR., SUITE 310",IRVINE,CA,92612,100.0,7.9,0.8,0.3,4.0,50.4,10.0,53.7,100.0,100.0,100.0,100.0,100.0,100.0,54.8,16.7,100.0,"22,826",8.1,93.5
PROVIDENCE HOSPICE SONOMA COUNTY ,416 PAYRAN STREET,PETALUMA,CA,94952,99.9,2.7,0.0,0.0,5.4,63.6,10.0,51.7,99.9,100.0,100.0,100.0,100.0,100.0,51.7,12.0,100.0,"24,120",11.8,89.0
PROVIDENCE HOSPICE SPOKANE,1000 N ARGONNE RD STE 201,SPOKANE VALLEY,WA,98212,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"PROVIDENCE HOSPICE, INC",10700 PARK PLACE,SAINT JOHN,IN,46373,100.0,9.4,3.1,0.0,6.3,26.4,10.0,53.4,98.6,100.0,95.9,100.0,100.0,100.0,18.8,15.5,100.0,"10,830",8.7,97.1
PROVIDENCE MEDFORD HOSPICE,2033 COMMERCE DRIVE,MEDFORD,OR,97501,100.0,3.8,2.6,0.0,6.4,51.4,9.0,44.2,100.0,100.0,100.0,100.0,100.0,100.0,30.8,13.7,100.0,"10,392",5.7,87.8
PROVIDENCE SOUNDHOMECARE AND HOSPICE,4200 6TH AVE SE SUTE 201,LACEY,WA,98503,99.9,6.6,3.1,0.3,7.5,64.5,10.0,43.3,99.3,100.0,99.5,99.3,100.0,100.0,30.0,10.5,100.0,"14,066",9.1,85.9
PROVIDER LINK HOSPICE AND PALLIATIVE CARE INC,10999 RIVERSIDE DR SUITE 210,NORTH HOLLYWOOD,CA,91602,100.0,0.0,0.0,0.0,0.0,96.6,5.0,Not Available,93.4,100.0,100.0,100.0,98.4,100.0,75.0,7.2,Not Available,"30,298",11.2,100
